encounter,id,placard_st,placard_desc,facility_name,bus_st_date,category_cd,description,num,street,city,state,zip,inspect_dt,start_time,end_time,municipal,ispt_purpose,abrv,purpose,reispt_cd,reispt_dt,status
202009030019,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2020-09-03,09:50:00,10:00:00,Pittsburgh-127,63,Covid-19 Assessment,COVID-19 Assessment,2,,1
202201050030,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2022-01-05,14:30:00,15:15:00,Pittsburgh-127,8,Comp,Complaint,2,,1
202103190029,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2021-03-19,13:50:00,14:05:00,Pittsburgh-127,63,Covid-19 Assessment,COVID-19 Assessment,2,,1
202108160013,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2021-08-16,11:11:00,12:50:00,Pittsburgh-127,1,Ini,Initial,2,,1
201411190029,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2014-11-19,13:40:00,15:25:00,Pittsburgh-127,1,Ini,Initial,1,2014-12-01,1
201601260032,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2016-01-26,12:40:00,13:20:00,Pittsburgh-127,2,Reispt,Reinspection,2,,1
201507100022,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2015-07-10,15:40:00,16:30:00,Pittsburgh-127,2,Reispt,Reinspection,2,,1
201506260037,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2015-06-26,10:45:00,13:00:00,Pittsburgh-127,1,Ini,Initial,1,2015-07-10,1
201611100029,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2016-11-10,13:00:00,14:30:00,Pittsburgh-127,1,Ini,Initial,2,,1
201512080013,118,2,Consumer Alert,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2015-12-08,11:00:00,15:00:00,Pittsburgh-127,1,Ini,Initial,3,,1
201404300034,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2014-04-30,13:20:00,15:00:00,Pittsburgh-127,1,Ini,Initial,2,,1
201412010020,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2014-12-01,11:00:00,11:50:00,Pittsburgh-127,2,Reispt,Reinspection,2,,1
201708080022,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2017-08-08,12:15:00,14:35:00,Pittsburgh-127,1,Ini,Initial,2,,1
201512110008,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2015-12-11,10:00:00,11:00:00,Pittsburgh-127,2,Reispt,Reinspection,1,2016-01-08,1
202007300059,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2020-07-30,11:55:00,13:30:00,Pittsburgh-127,59,"Covid-19, Ini","COVID-19, Initial Inspection",2,,1
201904020026,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2019-04-02,11:40:00,13:40:00,Pittsburgh-127,52,"Ini, Comp","Initial, Complaint",1,2019-04-16,1
202010070032,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2020-10-07,13:40:00,14:00:00,Pittsburgh-127,63,Covid-19 Assessment,COVID-19 Assessment,2,,1
201904160037,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2019-04-16,15:50:00,16:30:00,Pittsburgh-127,2,Reispt,Reinspection,2,,1
201807160018,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2018-07-16,09:25:00,10:40:00,Pittsburgh-127,1,Ini,Initial,1,2018-07-18,1
201807190012,118,1,Inspected & Permitted,Tom Friday's Market,1984-06-17,113,Retail/Convenience Store,3639,California Ave,Pittsburgh,PA,15212,2018-07-19,11:00:00,11:30:00,Pittsburgh-127,2,Reispt,Reinspection,2,,1
201904030043,253,1,Inspected & Permitted,Leonard Labriola Foods,1969-04-01,151,Warehouse,121,Hulton Road,Verona,PA,15147,2019-04-03,14:10:00,14:55:00,Penn Hills,8,Comp,Complaint,2,,1
201705300026,253,1,Inspected & Permitted,Leonard Labriola Foods,1969-04-01,151,Warehouse,121,Hulton Road,Verona,PA,15147,2017-05-30,09:30:00,10:45:00,Penn Hills,1,Ini,Initial,2,,1
201902130031,253,1,Inspected & Permitted,Leonard Labriola Foods,1969-04-01,151,Warehouse,121,Hulton Road,Verona,PA,15147,2019-02-13,13:27:00,15:07:00,Penn Hills,1,Ini,Initial,2,,1
201712080038,253,1,Inspected & Permitted,Leonard Labriola Foods,1969-04-01,151,Warehouse,121,Hulton Road,Verona,PA,15147,2017-12-08,10:50:00,12:40:00,Penn Hills,1,Ini,Initial,2,,1
201609070027,253,1,Inspected & Permitted,Leonard Labriola Foods,1969-04-01,151,Warehouse,121,Hulton Road,Verona,PA,15147,2016-09-06,11:50:00,12:40:00,Penn Hills,2,Reispt,Reinspection,2,,1
201509160020,253,1,Inspected & Permitted,Leonard Labriola Foods,1969-04-01,151,Warehouse,121,Hulton Road,Verona,PA,15147,2015-09-16,11:50:00,13:15:00,Penn Hills,1,Ini,Initial,2,,1
202003250003,59,1,Inspected & Permitted,Shadyside Market,1984-06-17,113,Retail/Convenience Store,5414,Walnut St,Pittsburgh,PA,15232,2020-03-25,11:00:00,11:30:00,Pittsburgh-107,7,Srv Req,Service Request,2,,7
201903280011,59,1,Inspected & Permitted,Shadyside Market,1984-06-17,113,Retail/Convenience Store,5414,Walnut St,Pittsburgh,PA,15232,2019-03-28,10:35:00,13:20:00,Pittsburgh-107,1,Ini,Initial,1,2019-03-11,7
201810230027,59,1,Inspected & Permitted,Shadyside Market,1984-06-17,113,Retail/Convenience Store,5414,Walnut St,Pittsburgh,PA,15232,2018-10-23,12:50:00,14:50:00,Pittsburgh-107,2,Reispt,Reinspection,3,,7
201411250003,259,1,Inspected & Permitted,Merante Bros,1984-06-17,113,Retail/Convenience Store,6,Marion St,Pittsburgh,PA,15219,2014-11-25,08:30:00,09:45:00,Pittsburgh-101,1,Ini,Initial,2,,7
201707280044,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2017-07-28,15:00:00,16:30:00,Harmar,1,Ini,Initial,2,,7
201601050041,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2016-01-05,14:00:00,14:35:00,Harmar,51,Admin,Administrative Action,2,,7
201505150023,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2015-05-14,10:00:00,11:15:00,Harmar,2,Reispt,Reinspection,3,,7
201609280051,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2016-09-28,11:25:00,11:45:00,Harmar,2,Reispt,Reinspection,3,,7
201403040034,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2014-03-04,15:50:00,17:00:00,Harmar,1,Ini,Initial,1,2014-04-07,7
201512020037,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2015-12-02,13:05:00,14:45:00,Harmar,1,Ini,Initial,3,,7
201404090013,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2014-04-08,11:10:00,11:35:00,Harmar,2,Reispt,Reinspection,2,,7
201504300029,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2015-04-30,12:25:00,14:10:00,Harmar,1,Ini,Initial,1,2015-05-14,7
201702140044,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2017-02-14,13:25:00,14:40:00,Harmar,1,Ini,Initial,2,,7
201603250002,213,1,Inspected & Permitted,The Strip District Meats,1970-01-01,172,Food Processor,2123,Penn Avenue,Pittsburgh,PA,15222,2016-03-24,09:55:00,10:00:00,Pittsburgh-102,7,Srv Req,Service Request,2,,1
201511030067,213,1,Inspected & Permitted,The Strip District Meats,1970-01-01,172,Food Processor,2123,Penn Avenue,Pittsburgh,PA,15222,2015-11-03,15:30:00,16:45:00,Pittsburgh-102,1,Ini,Initial,2,,1
201611180002,213,1,Inspected & Permitted,The Strip District Meats,1970-01-01,172,Food Processor,2123,Penn Avenue,Pittsburgh,PA,15222,2016-11-16,14:30:00,15:30:00,Pittsburgh-102,9,"Ini,Srv Req","Initial, Service Request",2,,1
201409030019,213,1,Inspected & Permitted,The Strip District Meats,1970-01-01,172,Food Processor,2123,Penn Avenue,Pittsburgh,PA,15222,2014-09-03,13:00:00,13:45:00,Pittsburgh-102,1,Ini,Initial,2,,1
201904250019,213,1,Inspected & Permitted,The Strip District Meats,1970-01-01,172,Food Processor,2123,Penn Avenue,Pittsburgh,PA,15222,2019-04-25,09:55:00,10:55:00,Pittsburgh-102,1,Ini,Initial,2,,1
201908150004,213,1,Inspected & Permitted,The Strip District Meats,1970-01-01,172,Food Processor,2123,Penn Avenue,Pittsburgh,PA,15222,2019-08-14,16:15:00,16:45:00,Pittsburgh-102,8,Comp,Complaint,2,,1
201808090034,213,1,Inspected & Permitted,The Strip District Meats,1970-01-01,172,Food Processor,2123,Penn Avenue,Pittsburgh,PA,15222,2018-08-09,13:45:00,14:15:00,Pittsburgh-102,8,Comp,Complaint,2,,1
202003100039,237,1,Inspected & Permitted,Bakers Dairy,1980-01-01,113,Retail/Convenience Store,7300,Hamilton Ave,Pittsburgh,PA,15208,2020-03-10,15:30:00,16:25:00,Pittsburgh-113,1,Ini,Initial,1,2020-03-19,7
201808100006,237,1,Inspected & Permitted,Bakers Dairy,1980-01-01,113,Retail/Convenience Store,7300,Hamilton Ave,Pittsburgh,PA,15208,2018-08-10,10:37:00,11:20:00,Pittsburgh-113,2,Reispt,Reinspection,2,,7
201904190014,237,1,Inspected & Permitted,Bakers Dairy,1980-01-01,113,Retail/Convenience Store,7300,Hamilton Ave,Pittsburgh,PA,15208,2019-04-19,11:25:00,12:45:00,Pittsburgh-113,1,Ini,Initial,1,2019-04-24,7
201807260023,237,1,Inspected & Permitted,Bakers Dairy,1980-01-01,113,Retail/Convenience Store,7300,Hamilton Ave,Pittsburgh,PA,15208,2018-07-26,12:40:00,14:18:00,Pittsburgh-113,1,Ini,Initial,1,2018-08-02,7
201711130040,237,1,Inspected & Permitted,Bakers Dairy,1980-01-01,113,Retail/Convenience Store,7300,Hamilton Ave,Pittsburgh,PA,15208,2017-11-13,14:15:00,14:30:00,Pittsburgh-113,2,Reispt,Reinspection,7,,7
201404160001,237,1,Inspected & Permitted,Bakers Dairy,1980-01-01,113,Retail/Convenience Store,7300,Hamilton Ave,Pittsburgh,PA,15208,2014-04-15,12:00:00,13:00:00,Pittsburgh-113,1,Ini,Initial,2,,7
201409100040,253,1,Inspected & Permitted,Leonard Labriola Foods,1969-04-01,151,Warehouse,121,Hulton Road,Verona,PA,15147,2014-09-10,09:00:00,11:45:00,Penn Hills,1,Ini,Initial,2,,1
201608290013,253,1,Inspected & Permitted,Leonard Labriola Foods,1969-04-01,151,Warehouse,121,Hulton Road,Verona,PA,15147,2016-08-29,11:30:00,13:45:00,Penn Hills,1,Ini,Initial,1,2016-09-06,1
202102250051,253,1,Inspected & Permitted,Leonard Labriola Foods,1969-04-01,151,Warehouse,121,Hulton Road,Verona,PA,15147,2021-02-25,13:45:00,15:00:00,Penn Hills,1,Ini,Initial,2,,1
202106150018,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2021-06-15,10:35:00,13:00:00,Penn Hills,1,Ini,Initial,2,,1
201706010008,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2017-05-12,13:00:00,13:10:00,Penn Hills,50,Cnslt,Consultation,2,,1
201608260035,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2016-08-26,12:00:00,15:25:00,Penn Hills,1,Ini,Initial,1,2016-09-06,1
201602030050,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2016-02-03,15:20:00,16:10:00,Penn Hills,51,Admin,Administrative Action,2,,1
201407300026,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2014-07-28,15:40:00,16:10:00,Penn Hills,2,Reispt,Reinspection,2,,1
201507090013,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2015-07-09,08:30:00,11:30:00,Penn Hills,1,Ini,Initial,1,2015-07-23,1
201601110017,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2016-01-11,10:50:00,13:30:00,Penn Hills,1,Ini,Initial,1,2016-01-18,1
201412080025,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2014-12-05,10:00:00,12:20:00,Penn Hills,1,Ini,Initial,2,,1
201707310056,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2017-07-31,11:00:00,15:00:00,Penn Hills,1,Ini,Initial,1,2017-08-07,1
201609060087,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2016-09-06,12:30:00,13:20:00,Penn Hills,2,Reispt,Reinspection,2,,1
201512040042,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2015-12-04,15:30:00,15:40:00,Penn Hills,7,Srv Req,Service Request,2,,1
202108230037,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2021-08-23,13:00:00,14:15:00,Harmar,1,Ini,Initial,2,,7
201608300055,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2016-08-30,14:50:00,16:05:00,Harmar,1,Ini,Initial,1,2016-09-13,7
202008260056,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2020-08-26,15:00:00,16:30:00,Harmar,1,Ini,Initial,2,,7
201907180028,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2019-07-18,13:00:00,14:05:00,Harmar,1,Ini,Initial,2,,7
201808150009,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2018-08-15,10:30:00,11:20:00,Harmar,1,Ini,Initial,2,,7
202008260069,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2020-08-26,15:00:00,16:30:00,Harmar,58,Covid-19,COVID-19,1,2020-08-26,7
201911120022,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2019-11-12,13:25:00,14:15:00,Harmar,7,Srv Req,Service Request,2,,7
202008280033,294,1,Inspected & Permitted,Podmilsak's Market,1950-01-01,113,Retail/Convenience Store,200,Herron Avenue,Cheswick,PA,15024,2020-08-28,12:40:00,12:50:00,Harmar,61,"Covid-19, Reispt","COVID-19, Reinspection",2,,7
201401080035,352,1,Inspected & Permitted,Zoscak's Food Market,1957-01-01,111,Supermarket,319,Ann St,Mc Keesport,PA,15132,2014-01-08,12:45:00,13:45:00,McKeesport,1,Ini,Initial,2,,7
201706080025,641,1,Inspected & Permitted,Ken's Grocery,1984-06-17,113,Retail/Convenience Store,216,Beltzhoover  Avenue,Pittsburgh,PA,15210,2017-06-08,13:25:00,13:45:00,Pittsburgh-118,1,Ini,Initial,2,,7
201404150044,641,1,Inspected & Permitted,Ken's Grocery,1984-06-17,113,Retail/Convenience Store,216,Beltzhoover  Avenue,Pittsburgh,PA,15210,2014-04-15,14:10:00,14:40:00,Pittsburgh-118,1,Ini,Initial,2,,7
201504100006,641,1,Inspected & Permitted,Ken's Grocery,1984-06-17,113,Retail/Convenience Store,216,Beltzhoover  Avenue,Pittsburgh,PA,15210,2015-04-08,16:00:00,16:30:00,Pittsburgh-118,1,Ini,Initial,2,,7
201605090032,641,1,Inspected & Permitted,Ken's Grocery,1984-06-17,113,Retail/Convenience Store,216,Beltzhoover  Avenue,Pittsburgh,PA,15210,2016-05-09,13:05:00,01:30:00,Pittsburgh-118,1,Ini,Initial,2,,7
201704060020,10,1,Inspected & Permitted,Joe Winzek Catering Service,1970-01-01,100,Caterer,600,8th Street,Glassport,PA,15045,2017-04-06,13:00:00,13:25:00,Glassport,2,Reispt,Reinspection,2,,1
201703010014,10,1,Inspected & Permitted,Joe Winzek Catering Service,1970-01-01,100,Caterer,600,8th Street,Glassport,PA,15045,2017-03-01,11:15:00,12:25:00,Glassport,1,Ini,Initial,1,2017-04-03,1
201410290023,10,1,Inspected & Permitted,Joe Winzek Catering Service,1970-01-01,100,Caterer,600,8th Street,Glassport,PA,15045,2014-10-29,13:15:00,14:15:00,Glassport,1,Ini,Initial,2,,1
201603030036,10,1,Inspected & Permitted,Joe Winzek Catering Service,1970-01-01,100,Caterer,600,8th Street,Glassport,PA,15045,2016-03-03,10:45:00,12:20:00,Glassport,1,Ini,Initial,2,,1
201807090034,10,1,Inspected & Permitted,Joe Winzek Catering Service,1970-01-01,100,Caterer,600,8th Street,Glassport,PA,15045,2018-07-09,13:20:00,14:10:00,Glassport,1,Ini,Initial,2,,1
201910210034,10,1,Inspected & Permitted,Joe Winzek Catering Service,1970-01-01,100,Caterer,600,8th Street,Glassport,PA,15045,2019-10-21,13:40:00,14:45:00,Glassport,1,Ini,Initial,2,,1
201409300014,17,1,Inspected & Permitted,Bell's Market,1984-06-17,113,Retail/Convenience Store,603,Braddock Avenue,Braddock,PA,15104,2014-09-30,11:00:00,11:00:00,Braddock,50,Cnslt,Consultation,2,,7
201806050010,17,4,Inspected/Permit denied,Bell's Market,1984-06-17,113,Retail/Convenience Store,603,Braddock Avenue,Braddock,PA,15104,2018-06-05,10:40:00,11:35:00,Braddock,7,Srv Req,Service Request,2,,7
201806250017,17,3,Ordered To Close,Bell's Market,1984-06-17,113,Retail/Convenience Store,603,Braddock Avenue,Braddock,PA,15104,2018-06-25,10:30:00,11:50:00,Braddock,50,Cnslt,Consultation,3,,7
201409300016,17,1,Inspected & Permitted,Bell's Market,1984-06-17,113,Retail/Convenience Store,603,Braddock Avenue,Braddock,PA,15104,2014-09-30,11:00:00,11:45:00,Braddock,2,Reispt,Reinspection,2,,7
201603100026,17,1,Inspected & Permitted,Bell's Market,1984-06-17,113,Retail/Convenience Store,603,Braddock Avenue,Braddock,PA,15104,2016-03-10,13:35:00,14:35:00,Braddock,2,Reispt,Reinspection,1,2016-04-11,7
201602290058,17,2,Consumer Alert,Bell's Market,1984-06-17,113,Retail/Convenience Store,603,Braddock Avenue,Braddock,PA,15104,2016-02-29,14:40:00,17:00:00,Braddock,1,Ini,Initial,3,,7
201806210010,17,3,Ordered To Close,Bell's Market,1984-06-17,113,Retail/Convenience Store,603,Braddock Avenue,Braddock,PA,15104,2018-06-21,11:10:00,12:20:00,Braddock,7,Srv Req,Service Request,3,,7
201707200032,17,1,Inspected & Permitted,Bell's Market,1984-06-17,113,Retail/Convenience Store,603,Braddock Avenue,Braddock,PA,15104,2017-07-20,13:20:00,13:55:00,Braddock,2,Reispt,Reinspection,2,,7
201407020007,262,1,Inspected & Permitted,Community Super Market,1970-01-01,111,Supermarket,1117,Milltown Rd,Verona,PA,15147,2014-06-26,13:15:00,14:05:00,Penn Hills,2,Reispt,Reinspection,1,2014-07-25,1
